id,lon,lat,area,source
4040028760,79.81458333,11.36458333,78369.78,hydrosheds
4040029530,72.85625,21.66875,96044.16,hydrosheds
4040031820,72.38125,22.38541667,29977.49,hydrosheds
4040032410,69.78958333,21.44791667,10472.91,hydrosheds
4040032880,70.50208333,23.11041667,29277.84,hydrosheds
4040033430,68.59375,23.94375,319156.38,hydrosheds
4040033640,67.65208333,24.08125,854649.92,hydrosheds
4040033650,66.43958333,25.54375,13318.32,hydrosheds
4040037060,141.35625,43.22708333,14409.47,hydrosheds
4040039450,140.8020833,35.75208333,15912.74,hydrosheds
